combination,r2,q2,mae,rmsd,threshold
"('PC8', 'PC12', 'PC15', 'PC16')",0.14159501226312432,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC12', 'PC15', 'PC17')",0.22691794977975965,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC12', 'PC15', 'PC18')",0.16500340692303783,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC12', 'PC15', 'PC19')",0.1564976231591666,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC12', 'PC15', 'PC20')",0.14532638075940973,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC12', 'PC16', 'PC17')",0.22692427641954982,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC12', 'PC16', 'PC18')",0.16500973356277515,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC12', 'PC16', 'PC19')",0.15650394979891724,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC12', 'PC16', 'PC20')",0.14533270739915483,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC12', 'PC17', 'PC18')",0.2503326710819642,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC12', 'PC17', 'PC19')",0.24182688731633817,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC12', 'PC17', 'PC20')",0.23065564491534785,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC12', 'PC18', 'PC19')",0.17991234445817994,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC12', 'PC18', 'PC20')",0.16874110205960713,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC12', 'PC19', 'PC20')",0.16023531829526816,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC13', 'PC14', 'PC15')",0.19591279987646393,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC13', 'PC14', 'PC16')",0.19591912651625543,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC13', 'PC14', 'PC17')",0.28124206403527385,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC13', 'PC14', 'PC18')",0.21932752117465504,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC13', 'PC14', 'PC19')",0.2108217374121314,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC13', 'PC14', 'PC20')",0.1996504950140704,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC13', 'PC15', 'PC16')",0.17679481625097715,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC13', 'PC15', 'PC17')",0.2621177537712366,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC13', 'PC15', 'PC18')",0.20020321090855586,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC13', 'PC15', 'PC19')",0.19169742714552063,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC13', 'PC15', 'PC20')",0.18052618474881976,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC13', 'PC16', 'PC17')",0.26212408041105995,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC13', 'PC16', 'PC18')",0.2002095375483265,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC13', 'PC16', 'PC19')",0.1917037537853047,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC13', 'PC16', 'PC20')",0.18053251138859816,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC13', 'PC17', 'PC18')",0.28553247507113977,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC13', 'PC17', 'PC19')",0.2770266913063498,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC13', 'PC17', 'PC20')",0.2658554489084154,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC13', 'PC18', 'PC19')",0.21511214844223325,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC13', 'PC18', 'PC20')",0.20394090604671633,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC13', 'PC19', 'PC20')",0.19543512228321303,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC14', 'PC15', 'PC16')",0.14678348474736258,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC14', 'PC15', 'PC17')",0.23210642226474998,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC14', 'PC15', 'PC18')",0.17019187940870995,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC14', 'PC15', 'PC19')",0.1616860956430749,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC14', 'PC15', 'PC20')",0.15051485324483593,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC14', 'PC16', 'PC17')",0.232112748904587,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC14', 'PC16', 'PC18')",0.17019820604849445,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC14', 'PC16', 'PC19')",0.1616924222828725,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC14', 'PC16', 'PC20')",0.15052117988462832,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC14', 'PC17', 'PC18')",0.25552114356843536,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC14', 'PC17', 'PC19')",0.24701535980104583,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC14', 'PC17', 'PC20')",0.2358441174015734,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC14', 'PC18', 'PC19')",0.18510081694356972,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC14', 'PC18', 'PC20')",0.1739295745465148,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC14', 'PC19', 'PC20')",0.1654237907804118,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC15', 'PC16', 'PC17')",0.2129884386392722,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC15', 'PC16', 'PC18')",0.15107389578111774,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC15', 'PC16', 'PC19')",0.14256811201498432,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC15', 'PC16', 'PC20')",0.13139686961809993,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC15', 'PC17', 'PC18')",0.2363968333023,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC15', 'PC17', 'PC19')",0.22789104953439865,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC15', 'PC17', 'PC20')",0.21671980713628602,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC15', 'PC18', 'PC19')",0.16597650667486086,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC15', 'PC18', 'PC20')",0.15480526427916563,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC15', 'PC19', 'PC20')",0.14629948051255104,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC16', 'PC17', 'PC18')",0.23640315994211603,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC16', 'PC17', 'PC19')",0.227897376174228,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC16', 'PC17', 'PC20')",0.21672613377611016,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC16', 'PC18', 'PC19')",0.1659828333146376,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC16', 'PC18', 'PC20')",0.15481159091893715,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC16', 'PC19', 'PC20')",0.14630580715233577,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC17', 'PC18', 'PC19')",0.25130577083660555,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC17', 'PC18', 'PC20')",0.2401345284396771,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC17', 'PC19', 'PC20')",0.23162874467130778,-inf,inf,inf,0.29211415196984547
"('PC8', 'PC18', 'PC19', 'PC20')",0.16971420181275132,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC11', 'PC12')",0.08706779289076227,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC11', 'PC13')",0.12226759686526045,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC11', 'PC14')",0.09225626538636855,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC11', 'PC15')",0.07313195509798853,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC11', 'PC16')",0.07313828173781434,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC11', 'PC17')",0.15846121926678358,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC11', 'PC18')",0.0965466764032803,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC11', 'PC19')",0.08804089263613257,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC11', 'PC20')",0.0768696502337145,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC12', 'PC13')",0.1348804493892215,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC12', 'PC14')",0.10486911791138842,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC12', 'PC15')",0.08574480762590797,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC12', 'PC16')",0.08575113426570258,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC12', 'PC17')",0.17107407179324519,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC12', 'PC18')",0.10915952892989378,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC12', 'PC19')",0.10065374516586167,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC12', 'PC20')",0.08948250276049186,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC13', 'PC14')",0.14006892188653775,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC13', 'PC15')",0.12094461159930348,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC13', 'PC16')",0.12095093823913128,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC13', 'PC17')",0.2062738757702982,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC13', 'PC18')",0.14435933290098846,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC13', 'PC19')",0.13585354913779202,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC13', 'PC20')",0.12468230673547831,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC14', 'PC15')",0.09093328012109059,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC14', 'PC16')",0.09093960676093227,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC14', 'PC17')",0.17626254428922705,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC14', 'PC18')",0.11434800142655799,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC14', 'PC19')",0.10584221766076174,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC14', 'PC20')",0.0946709752569097,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC15', 'PC16')",0.07181529647242035,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC15', 'PC17')",0.15713823400195637,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC15', 'PC18')",0.09522369113722551,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC15', 'PC19')",0.08671790737091778,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC15', 'PC20')",0.07554666496842544,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC16', 'PC17')",0.1571445606418298,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC16', 'PC18')",0.0952300177770462,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC16', 'PC19')",0.08672423401075169,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC16', 'PC20')",0.07555299160825435,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC17', 'PC18')",0.18055295530913573,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC17', 'PC19')",0.17204717154107318,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC17', 'PC20')",0.1608759291373475,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC18', 'PC19')",0.11013262867490636,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC18', 'PC20')",0.09896138627359807,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC10', 'PC19', 'PC20')",0.09045560250682261,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC12', 'PC13')",0.06740002902626618,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC12', 'PC14')",0.037388697541045124,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC12', 'PC15')",0.018264387263514648,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC12', 'PC16')",0.018270713903296043,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC12', 'PC17')",0.10359365142960175,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC12', 'PC18')",0.041679108569396606,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC12', 'PC19')",0.03317332480085078,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC12', 'PC20')",0.022002082398776546,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC13', 'PC14')",0.0725885015126575,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC13', 'PC15')",0.05346419123337309,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC13', 'PC16')",0.053470517873187684,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC13', 'PC17')",0.13879345540311794,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC13', 'PC18')",0.076878912536954,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC13', 'PC19')",0.06837312876924428,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC13', 'PC20')",0.05720188637022583,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC14', 'PC15')",0.02345285974777256,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC14', 'PC16')",0.023459186387601028,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC14', 'PC17')",0.1087821239146588,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC14', 'PC18')",0.046867581055135554,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC14', 'PC19')",0.03836179728482625,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC14', 'PC20')",0.02719055488426969,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC15', 'PC16')",0.004334876107039087,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC15', 'PC17')",0.08965781363533798,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC15', 'PC18')",0.02774327077375316,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC15', 'PC19')",0.01923748700293193,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC15', 'PC20')",0.008066244603735395,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC16', 'PC17')",0.0896641402751982,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC16', 'PC18')",0.027749597413560534,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC16', 'PC19')",0.01924381364275274,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC16', 'PC20')",0.008072571243550875,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC17', 'PC18')",0.11307253494441327,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC17', 'PC19')",0.10456675117183756,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC17', 'PC20')",0.09339550877140723,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC18', 'PC19')",0.042652208308816664,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC18', 'PC20')",0.03148096591080407,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC11', 'PC19', 'PC20')",0.022975182139514994,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC12', 'PC13', 'PC14')",0.08520135403679652,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC12', 'PC13', 'PC15')",0.0660770437604119,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC12', 'PC13', 'PC16')",0.06608337040019496,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC12', 'PC13', 'PC17')",0.15140630792869825,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC12', 'PC13', 'PC18')",0.08949176506268697,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC12', 'PC13', 'PC19')",0.08098598129809209,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC12', 'PC13', 'PC20')",0.06981473889612211,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC12', 'PC14', 'PC15')",0.03606571227587008,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC12', 'PC14', 'PC16')",0.036072038915667126,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC12', 'PC14', 'PC17')",0.12139497644129849,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC12', 'PC14', 'PC18')",0.05948043358192734,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC12', 'PC14', 'PC19')",0.0509746498147331,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC12', 'PC14', 'PC20')",0.03980340741122479,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC12', 'PC15', 'PC16')",0.016947728638004755,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC12', 'PC15', 'PC17')",0.10227066616487701,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC12', 'PC15', 'PC18')",0.04035612330344451,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC12', 'PC15', 'PC19')",0.03185033953573868,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC12', 'PC15', 'PC20')",0.020679097133590285,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC12', 'PC16', 'PC17')",0.10227699280470581,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC12', 'PC16', 'PC18')",0.0403624499432208,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC12', 'PC16', 'PC19')",0.03185666617552785,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC12', 'PC16', 'PC20')",0.020685423773374234,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC12', 'PC17', 'PC18')",0.12568538747264646,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC12', 'PC17', 'PC19')",0.11717960370318581,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC12', 'PC17', 'PC20')",0.10600836129980418,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC12', 'PC18', 'PC19')",0.05526506084031724,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC12', 'PC18', 'PC20')",0.044093818439353116,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC12', 'PC19', 'PC20')",0.0355880346711791,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC13', 'PC14', 'PC15')",0.07126551624637956,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC13', 'PC14', 'PC16')",0.0712718428862098,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC13', 'PC14', 'PC17')",0.15659478041546526,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC13', 'PC14', 'PC18')",0.09468023755013588,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC13', 'PC14', 'PC19')",0.08617445378377775,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC13', 'PC14', 'PC20')",0.07500321138332522,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC13', 'PC15', 'PC16')",0.05214753260679361,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC13', 'PC15', 'PC17')",0.1374704701372904,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC13', 'PC15', 'PC18')",0.07555592726989913,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC13', 'PC15', 'PC19')",0.06705014350302929,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC13', 'PC15', 'PC20')",0.05587890110393667,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC13', 'PC16', 'PC17')",0.1374767967771523,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC13', 'PC16', 'PC18')",0.07556225390970861,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC13', 'PC16', 'PC19')",0.06705647014285177,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC13', 'PC16', 'PC20')",0.05588522774375393,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC13', 'PC17', 'PC18')",0.1608851914427587,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC13', 'PC17', 'PC19')",0.15237940767413405,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC13', 'PC17', 'PC20')",0.14120816527380808,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC13', 'PC18', 'PC19')",0.0904648648053068,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC13', 'PC18', 'PC20')",0.07929362240739835,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC13', 'PC19', 'PC20')",0.07078783864006055,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC14', 'PC15', 'PC16')",0.02213620112188619,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC14', 'PC15', 'PC17')",0.10745913864951073,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC14', 'PC15', 'PC18')",0.045544595788760245,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC14', 'PC15', 'PC19')",0.03703881201929049,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC14', 'PC15', 'PC20')",0.02586756961865988,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC14', 'PC16', 'PC17')",0.1074654652893865,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC14', 'PC16', 'PC18')",0.045550922428583274,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC14', 'PC16', 'PC19')",0.03704513865912684,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC14', 'PC16', 'PC20')",0.025873896258491236,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC14', 'PC17', 'PC18')",0.13087385995876144,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC14', 'PC17', 'PC19')",0.12236807618753709,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC14', 'PC17', 'PC20')",0.11119683378567291,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC14', 'PC18', 'PC19')",0.06045353332535042,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC14', 'PC18', 'PC20')",0.04928229092590386,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC14', 'PC19', 'PC20')",0.04077650715596637,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC15', 'PC16', 'PC17')",0.088341155009934,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC15', 'PC16', 'PC18')",0.026426612147069317,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC15', 'PC16', 'PC19')",0.01792082837710096,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC15', 'PC16', 'PC20')",0.0067495859778249345,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC15', 'PC17', 'PC18')",0.11174954967848816,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC15', 'PC17', 'PC19')",0.10324376590675222,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC15', 'PC17', 'PC20')",0.09207252350624817,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC15', 'PC18', 'PC19')",0.04132922304250408,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC15', 'PC18', 'PC20')",0.030157980644417215,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC15', 'PC19', 'PC20')",0.02165219687396802,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC16', 'PC17', 'PC18')",0.11175587631834327,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC16', 'PC17', 'PC19')",0.10325009254662021,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC16', 'PC17', 'PC20')",0.09207885014611095,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC16', 'PC18', 'PC19')",0.04133554968231934,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC16', 'PC18', 'PC20')",0.030164307284227365,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC16', 'PC19', 'PC20')",0.021658523513791494,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC17', 'PC18', 'PC19')",0.12665848721452422,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC17', 'PC18', 'PC20')",0.11548724481520445,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC17', 'PC19', 'PC20')",0.10698146104300021,-inf,inf,inf,0.29211415196984547
"('PC9', 'PC18', 'PC19', 'PC20')",0.04506691817973363,-inf,inf,inf,0.29211415196984547
"('PC10', 'PC11', 'PC12', 'PC13')",0.13320572762871907,-inf,inf,inf,0.29211415196984547
"('PC10', 'PC11', 'PC12', 'PC14')",0.10319439615017223,-inf,inf,inf,0.29211415196984547
"('PC10', 'PC11', 'PC12', 'PC15')",0.08407008586497255,-inf,inf,inf,0.29211415196984547
"('PC10', 'PC11', 'PC12', 'PC16')",0.08407641250476583,-inf,inf,inf,0.29211415196984547
"('PC10', 'PC11', 'PC12', 'PC17')",0.16939935003175932,-inf,inf,inf,0.29211415196984547
"('PC10', 'PC11', 'PC12', 'PC18')",0.10748480716951136,-inf,inf,inf,0.29211415196984547
"('PC10', 'PC11', 'PC12', 'PC19')",0.09897902340482989,-inf,inf,inf,0.29211415196984547
"('PC10', 'PC11', 'PC12', 'PC20')",0.08780778099941111,-inf,inf,inf,0.29211415196984547
"('PC10', 'PC11', 'PC13', 'PC14')",0.13839420012613912,-inf,inf,inf,0.29211415196984547
"('PC10', 'PC11', 'PC13', 'PC15')",0.11926988983918563,-inf,inf,inf,0.29211415196984547
"('PC10', 'PC11', 'PC13', 'PC16')",0.11927621647901188,-inf,inf,inf,0.29211415196984547
"('PC10', 'PC11', 'PC13', 'PC17')",0.20459915400963002,-inf,inf,inf,0.29211415196984547
"('PC10', 'PC11', 'PC13', 'PC18')",0.1426846111414234,-inf,inf,inf,0.29211415196984547
"('PC10', 'PC11', 'PC13', 'PC19')",0.13417882737757791,-inf,inf,inf,0.29211415196984547
"('PC10', 'PC11', 'PC13', 'PC20')",0.12300758497521513,-inf,inf,inf,0.29211415196984547
"('PC10', 'PC11', 'PC14', 'PC15')",0.08925855836025942,-inf,inf,inf,0.29211415196984547
"('PC10', 'PC11', 'PC14', 'PC16')",0.08926488500009955,-inf,inf,inf,0.29211415196984547
"('PC10', 'PC11', 'PC14', 'PC17')",0.17458782252784533,-inf,inf,inf,0.29211415196984547
"('PC10', 'PC11', 'PC14', 'PC18')",0.11267327966627916,-inf,inf,inf,0.29211415196984547
"('PC10', 'PC11', 'PC14', 'PC19')",0.1041674958998342,-inf,inf,inf,0.29211415196984547
"('PC10', 'PC11', 'PC14', 'PC20')",0.0929962534959331,-inf,inf,inf,0.29211415196984547
"('PC10', 'PC11', 'PC15', 'PC16')",0.07014057471186863,-inf,inf,inf,0.29211415196984547
"('PC10', 'PC11', 'PC15', 'PC17')",0.15546351224085542,-inf,inf,inf,0.29211415196984547
"('PC10', 'PC11', 'PC15', 'PC18')",0.09354896937722768,-inf,inf,inf,0.29211415196984547
"('PC10', 'PC11', 'PC15', 'PC19')",0.08504318561027113,-inf,inf,inf,0.29211415196984547
"('PC10', 'PC11', 'PC15', 'PC20')",0.07387194320772983,-inf,inf,inf,0.29211415196984547
"('PC10', 'PC11', 'PC16', 'PC17')",0.1554698388807273,-inf,inf,inf,0.29211415196984547
