combination,r2,q2,mae,rmsd,threshold,model
"('-1-2-', 'dip_x', 'B1', 'B5')",0.32100379919128375,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-1-2-', 'dip_x', 'B1', 'L')",0.256887553444089,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-1-2-', 'dip_x', 'B5', 'L')",0.3095993211269513,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-1-2-', 'dip_y', 'dip_z', 'B1')",0.6130837659941283,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-1-2-', 'dip_y', 'dip_z', 'B5')",0.2049564052104641,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-1-2-', 'dip_y', 'dip_z', 'L')",0.2982726956433217,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-1-2-', 'dip_y', 'B1', 'B5')",0.47426227332879867,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-1-2-', 'dip_y', 'B1', 'L')",0.471638506722881,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-1-2-', 'dip_y', 'B5', 'L')",0.22968398187806882,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-1-2-', 'dip_z', 'B1', 'B5')",0.5373018070491418,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-1-2-', 'dip_z', 'B1', 'L')",0.5317960016302615,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-1-2-', 'dip_z', 'B5', 'L')",0.2860182506993362,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-1-2-', 'B1', 'B5', 'L')",0.2965684215646768,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-1-10-', '-9-16-')",0.11429161023530221,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-1-10-', '-17-18-')",0.15316130770807046,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-1-10-', '-18-19-')",0.1514228175315958,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-1-10-', '-18-20-')",0.10368847717901208,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-1-10-', 'Dist(1, 2)')",0.5775673818225919,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-1-10-', 'Dist(2, 3)')",0.2656620883167783,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-1-10-', 'Dist(2, 9)')",0.21636934276034003,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-1-10-', 'Dist(18, 20)')",0.24403238733047328,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-1-10-', 'Dist(16, 17)')",0.5387149043032977,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-1-10-', 'Dist(10, 17)')",0.27580592095490963,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-1-10-', 'dip_x')",0.4450213915617801,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-1-10-', 'dip_y')",0.14810538655085892,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-1-10-', 'dip_z')",0.12142253104006362,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-1-10-', 'B1')",0.3889473420283057,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-1-10-', 'B5')",0.10237701969183188,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-1-10-', 'L')",0.2169834159067725,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-9-16-', '-17-18-')",0.15357656793483987,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-9-16-', '-18-19-')",0.15925086699958946,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-9-16-', '-18-20-')",0.14016789579581934,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-9-16-', 'Dist(1, 2)')",0.6146056969624647,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-9-16-', 'Dist(2, 3)')",0.2862847977186098,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-9-16-', 'Dist(2, 9)')",0.23282726591716452,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-9-16-', 'Dist(18, 20)')",0.23980824903173492,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-9-16-', 'Dist(16, 17)')",0.5183016545017665,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-9-16-', 'Dist(10, 17)')",0.2664129764220504,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-9-16-', 'dip_x')",0.5370754454441118,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-9-16-', 'dip_y')",0.14122316966125859,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-9-16-', 'dip_z')",0.1650910417946394,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-9-16-', 'B1')",0.31374068215031425,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-9-16-', 'B5')",0.11339200510881398,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-9-16-', 'L')",0.20934974301504994,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-17-18-', '-18-19-')",0.22550547327476067,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-17-18-', '-18-20-')",0.15695860361281289,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-17-18-', 'Dist(1, 2)')",0.5789067523909157,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-17-18-', 'Dist(2, 3)')",0.2671219305601643,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-17-18-', 'Dist(2, 9)')",0.23716205602352858,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-17-18-', 'Dist(18, 20)')",0.2512645050173318,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-17-18-', 'Dist(16, 17)')",0.52438361435809,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-17-18-', 'Dist(10, 17)')",0.28493079076130123,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-17-18-', 'dip_x')",0.5725749058621203,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-17-18-', 'dip_y')",0.17904341526855583,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-17-18-', 'dip_z')",0.1564047194768995,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-17-18-', 'B1')",0.4476835241336593,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-17-18-', 'B5')",0.20116991834994324,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-17-18-', 'L')",0.2354003777837369,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-18-19-', '-18-20-')",0.152007274987093,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-18-19-', 'Dist(1, 2)')",0.5731941690610056,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-18-19-', 'Dist(2, 3)')",0.27716616161863183,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-18-19-', 'Dist(2, 9)')",0.20696892585713378,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-18-19-', 'Dist(18, 20)')",0.3390258737467765,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-18-19-', 'Dist(16, 17)')",0.5382210056060909,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-18-19-', 'Dist(10, 17)')",0.26311840341038883,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-18-19-', 'dip_x')",0.33899028773854656,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-18-19-', 'dip_y')",0.15932444238385435,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-18-19-', 'dip_z')",0.1516090702914641,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-18-19-', 'B1')",0.38191740365694715,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-18-19-', 'B5')",0.14674865421476868,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-18-19-', 'L')",0.2547924993031151,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-18-20-', 'Dist(1, 2)')",0.741981589208146,0.17475905983879825,0.14090195158999863,0.1724974546314797,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-18-20-', 'Dist(2, 3)')",0.43640611902280535,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-18-20-', 'Dist(2, 9)')",0.2046041864924516,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-18-20-', 'Dist(18, 20)')",0.2940814147378785,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-18-20-', 'Dist(16, 17)')",0.5208141877297909,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-18-20-', 'Dist(10, 17)')",0.261594044980057,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-18-20-', 'dip_x')",0.44335338022944826,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-18-20-', 'dip_y')",0.15640354779553223,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-18-20-', 'dip_z')",0.11157765415549725,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-18-20-', 'B1')",0.299909046916625,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-18-20-', 'B5')",0.0801969642002176,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', '-18-20-', 'L')",0.22365801192470902,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(1, 2)', 'Dist(2, 3)')",0.5927223916878959,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(1, 2)', 'Dist(2, 9)')",0.5723761190880945,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(1, 2)', 'Dist(18, 20)')",0.6096093058139676,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(1, 2)', 'Dist(16, 17)')",0.6493795217046283,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(1, 2)', 'Dist(10, 17)')",0.5816983895784966,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(1, 2)', 'dip_x')",0.9141942910303369,0.6566295265005256,0.09691788244462955,0.11126889678767751,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(1, 2)', 'dip_y')",0.5799765062816122,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(1, 2)', 'dip_z')",0.5747094571276401,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(1, 2)', 'B1')",0.7028100771462584,-0.3496340696973248,0.17835666042803558,0.22059736719838466,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(1, 2)', 'B5')",0.5851136261408817,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(1, 2)', 'L')",0.5728336337183492,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(2, 3)', 'Dist(2, 9)')",0.31043469090129483,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(2, 3)', 'Dist(18, 20)')",0.29899890321473066,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(2, 3)', 'Dist(16, 17)')",0.5271626545529244,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(2, 3)', 'Dist(10, 17)')",0.31217199461648426,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(2, 3)', 'dip_x')",0.7242104360988968,0.21967417576407455,0.14237903939432306,0.16773755114449349,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(2, 3)', 'dip_y')",0.2751543839256251,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(2, 3)', 'dip_z')",0.27637601790302946,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(2, 3)', 'B1')",0.4403488855987103,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(2, 3)', 'B5')",0.27511168866355395,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(2, 3)', 'L')",0.27347178000392136,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(2, 9)', 'Dist(18, 20)')",0.349335964306857,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(2, 9)', 'Dist(16, 17)')",0.5184219165175907,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(2, 9)', 'Dist(10, 17)')",0.2598973901049251,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(2, 9)', 'dip_x')",0.42576858964401965,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(2, 9)', 'dip_y')",0.22280968918656674,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(2, 9)', 'dip_z')",0.21059918301702085,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(2, 9)', 'B1')",0.5096250789846029,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(2, 9)', 'B5')",0.2087489433749823,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(2, 9)', 'L')",0.3294266015472672,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(18, 20)', 'Dist(16, 17)')",0.5172609207645356,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(18, 20)', 'Dist(10, 17)')",0.42115975387557136,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(18, 20)', 'dip_x')",0.6466675541721131,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(18, 20)', 'dip_y')",0.28310135788640356,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(18, 20)', 'dip_z')",0.2716077685601719,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(18, 20)', 'B1')",0.4260737059193693,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(18, 20)', 'B5')",0.24405780508632857,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(18, 20)', 'L')",0.26698402908896923,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(16, 17)', 'Dist(10, 17)')",0.527400681287935,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(16, 17)', 'dip_x')",0.666059165052738,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(16, 17)', 'dip_y')",0.558794008035717,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(16, 17)', 'dip_z')",0.5417770196924345,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(16, 17)', 'B1')",0.5471036652355743,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(16, 17)', 'B5')",0.5298447826868973,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(16, 17)', 'L')",0.5175990512701028,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(10, 17)', 'dip_x')",0.4359293960632057,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(10, 17)', 'dip_y')",0.2715449253986141,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(10, 17)', 'dip_z')",0.2607357895829715,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(10, 17)', 'B1')",0.46576934562162997,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(10, 17)', 'B5')",0.25986837135776053,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'Dist(10, 17)', 'L')",0.30309184269808753,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'dip_x', 'dip_y')",0.46286075894325085,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'dip_x', 'dip_z')",0.3411663078580234,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'dip_x', 'B1')",0.36970893495422896,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'dip_x', 'B5')",0.2835363943766914,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'dip_x', 'L')",0.43975913599732275,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'dip_y', 'dip_z')",0.16121456755166774,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'dip_y', 'B1')",0.3803808347094304,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'dip_y', 'B5')",0.1420180706748646,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'dip_y', 'L')",0.23205195690042157,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'dip_z', 'B1')",0.624150692796587,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'dip_z', 'B5')",0.11167704544929768,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'dip_z', 'L')",0.3950729722720767,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'B1', 'B5')",0.3349916459302996,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'B1', 'L')",0.31658582489367504,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-2-9-', 'B5', 'L')",0.20205471357599802,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-1-10-', '-9-16-', '-17-18-')",0.15797222327097238,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-1-10-', '-9-16-', '-18-19-')",0.15288125312012768,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-1-10-', '-9-16-', '-18-20-')",0.13997145752329831,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-1-10-', '-9-16-', 'Dist(1, 2)')",0.615019146511111,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-1-10-', '-9-16-', 'Dist(2, 3)')",0.28894940711982975,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-1-10-', '-9-16-', 'Dist(2, 9)')",0.22462872709901194,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-1-10-', '-9-16-', 'Dist(18, 20)')",0.24575175481983502,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-1-10-', '-9-16-', 'Dist(16, 17)')",0.5422893233162825,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-1-10-', '-9-16-', 'Dist(10, 17)')",0.27274898628622446,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-1-10-', '-9-16-', 'dip_x')",0.5389101235581146,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-1-10-', '-9-16-', 'dip_y')",0.12739625868003945,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-1-10-', '-9-16-', 'dip_z')",0.18318346320394585,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-1-10-', '-9-16-', 'B1')",0.35355754047313304,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-1-10-', '-9-16-', 'B5')",0.10616229599600402,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-1-10-', '-9-16-', 'L')",0.26274894949459415,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('-2-3-', '-1-10-', '-17-18-', '-18-19-')",0.24672019901945752,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
